class,patch_id,n_pixels,connectivity_change_mean_percent,connectivity_change_median_percent,connectivity_change_p25_percent,connectivity_change_p75_percent,heatwave_temp_mean_degC,heatwave_temp_median_degC,p90_temp_mean_degC,p90_temp_median_degC,mean_temp_mean_degC,mean_temp_median_degC,hw_minus_p90_mean_degC,hw_minus_p90_median_degC,p90_minus_mean_mean_degC,p90_minus_mean_median_degC,area_m2
Trees >15 m,13614,18,15.585534,14.742837,13.358023881912231,17.897690773010254,26.671295,26.261665,25.546667,25.16,20.545555,20.305,1.1246296,1.1000006,5.0011115,4.840001,1800.0
Trees >15 m,13621,14,12.459436,12.408111,11.670467376708984,12.967993974685669,25.94238,25.753334,25.217144,25.015,20.321428,20.07,0.7252382,0.6850004,4.8957143,4.8500004,1400.0
Trees >15 m,13622,16,0.51322895,0.7596102,-0.1318882443010807,1.0422655791044235,26.65479,26.293333,25.82875,25.46,20.65125,20.4,0.8260416,0.818333,5.1775,5.244999,1600.0
Trees >15 m,13634,11,12.504519,12.235695,12.140731811523438,12.70051097869873,25.756365,25.446667,25.140907,24.75,20.327272,20.16,0.61545455,0.60999995,4.8136363,4.67,1100.0
Trees >15 m,13640,11,7.0856686,7.0618215,7.055378437042236,7.116684198379517,26.86485,26.453333,26.32091,25.87,20.951818,20.6,0.54393935,0.513333,5.3690906,5.300001,1100.0
Trees >15 m,13646,22,15.323548,15.21895,14.948531866073608,15.677494287490845,26.214092,25.821667,25.061363,24.675,20.334091,20.029999,1.1527272,1.1433327,4.7272725,4.6899996,2200.0
Trees >15 m,13648,49,16.574022,17.364323,11.582305908203125,21.21044921875,26.804695,26.386667,25.68898,25.42,20.595306,20.33,1.1157142,1.1300011,5.093673,5.0599995,4900.0
Trees >15 m,13649,9,10.172597,9.9511595,9.877809524536133,10.760480880737305,26.59037,26.4,25.849998,25.71,20.547777,20.42,0.74037087,0.723334,5.302222,5.3099995,900.0
Trees >15 m,13655,229,2.7337732,2.665198,1.8484256267547607,3.3063621520996094,26.114033,26.036667,25.379345,25.4,20.203014,20.14,0.7346871,0.7066663,5.176332,5.24,22900.0
Trees >15 m,13665,32,4.3379765,4.331648,3.911492943763733,4.652462363243103,25.699791,25.483334,25.069374,24.835,20.330938,20.11,0.63041663,0.6300005,4.738437,4.6900005,3200.0
Trees >15 m,13669,14,7.6983576,7.6833944,7.460551857948303,7.831125259399414,25.818811,25.738333,25.22,25.2,20.457142,20.27,0.59880954,0.568333,4.762857,4.88,1400.0
Trees >15 m,13672,22,16.732988,16.635168,16.452599048614502,17.022674560546875,25.627424,25.496666,24.379545,24.195,19.877272,19.8,1.2478784,1.261666,4.502273,4.4400005,2200.0
Trees >15 m,13676,30,17.494514,17.554821,17.15785264968872,17.72628355026245,26.26111,26.058334,25.537666,25.369999,20.372667,20.255001,0.7234446,0.67833424,5.165,5.1399994,3000.0
Trees >15 m,13686,9,14.298192,14.513631,13.107121467590332,15.286264419555664,26.12111,26.203333,25.22889,25.21,20.256666,20.32,0.8922224,0.9199994,4.9722223,5.0599995,900.0
Trees >15 m,13698,25,20.640686,20.655941,20.148300170898438,21.200759887695312,26.172667,25.806667,24.9352,24.72,20.1976,20.15,1.237467,1.2433338,4.7376003,4.6100006,2500.0
Trees >15 m,13699,25,9.334651,9.494938,8.503332138061523,9.729395866394043,26.342667,25.903334,25.517601,25.14,20.42,20.15,0.8250667,0.8533344,5.0976,4.880001,2500.0
Trees >15 m,13705,30,12.76275,12.608894,12.467551946640015,12.824891328811646,27.111444,26.928333,26.099667,25.904999,20.705666,20.665,1.0117778,0.9766668,5.394,5.2799997,3000.0
Trees >15 m,13717,9,19.910751,19.900768,19.52698516845703,20.14246368408203,26.122223,25.856667,24.83,24.73,20.257776,20.13,1.2922223,1.3299999,4.572222,4.58,900.0
Trees >15 m,13724,48,14.625439,14.614981,14.219372749328613,15.058151721954346,25.920279,25.735,25.165833,25.045,20.101458,20.045,0.7544443,0.7399988,5.064375,4.9799995,4800.0
Trees >15 m,13727,22,10.338616,10.169394,9.841390132904053,10.863979816436768,27.035606,26.973331,25.984093,25.9,20.695454,20.64,1.0515155,1.0450008,5.288636,5.245,2200.0
Trees >15 m,13729,32,12.523481,12.550877,12.480287313461304,12.618049383163452,26.87698,26.768333,25.911875,25.705,20.5075,20.35,0.9651041,0.9866667,5.404375,5.414999,3200.0
Trees >15 m,13745,11,20.546883,20.555445,20.371986389160156,20.752172470092773,26.753939,26.36,25.896362,25.57,20.703636,20.5,0.8575758,0.8533325,5.1927276,5.0699997,1100.0
Trees >15 m,13751,13,2.1332839,2.3546162,1.4933581352233887,2.6217033863067627,25.391794,25.066666,24.866922,24.58,20.082308,20.05,0.5248718,0.51666707,4.7846155,4.75,1300.0
Trees >15 m,13759,15,11.413522,11.358651,11.165440082550049,11.802252769470215,26.604889,26.333334,25.202667,24.87,20.416666,20.25,1.4022219,1.4633325,4.7860003,4.74,1500.0
Trees >15 m,13762,9,15.965339,15.250297,14.81766128540039,16.40225601196289,26.015926,25.803333,24.762222,24.49,20.124443,19.95,1.2537041,1.2799994,4.6377773,4.58,900.0
Trees >15 m,13771,12,0.0040689236,-0.051208127,-0.10284293070435524,0.16299908980727196,26.158333,26.176666,25.3225,25.255,20.201666,20.185001,0.8358335,0.8433336,5.120833,5.114999,1200.0
Trees >15 m,13774,21,0.6569789,0.08043642,-0.04948534816503525,0.6437928080558777,25.377302,25.24,24.868093,24.65,20.106192,19.99,0.5092063,0.5199992,4.7619047,4.710001,2100.0
Trees >15 m,13775,293,3.6874526,3.6573672,2.5931801795959473,5.066993236541748,26.781046,26.946667,25.983515,26.13,20.416792,20.35,0.7975313,0.7866675,5.566724,5.74,29300.0
Trees >15 m,13778,13,14.230162,14.043502,13.756449699401855,14.583892822265625,27.224613,26.883333,26.289999,25.89,20.721539,20.62,0.93461555,0.9266669,5.5684614,5.33,1300.0
Trees >15 m,13780,36,5.6709914,5.624896,5.4893070459365845,5.891347408294678,25.246483,25.029999,24.65139,24.384998,19.995,19.85,0.59509254,0.6116667,4.656389,4.5699997,3600.0
Trees >15 m,13788,106,6.587424,6.5608206,6.369658350944519,6.790676116943359,25.994087,25.86,25.530565,25.44,20.252926,20.125,0.46352208,0.42833328,5.2776413,5.3,10600.0
Trees >15 m,13798,128,11.967963,11.837238,11.550595045089722,12.292838335037231,26.49401,26.231667,25.785625,25.605,20.370546,20.32,0.7083853,0.65166634,5.415078,5.364999,12800.0
Trees >15 m,13804,47,12.497924,12.568477,12.148001194000244,12.9150710105896,27.066666,26.846666,26.114256,25.8,20.82532,20.63,0.9524115,0.93666774,5.288936,5.200001,4700.0
Trees >15 m,13819,29,16.127699,16.06666,15.4832181930542,16.902957916259766,27.365402,27.816666,26.287586,26.65,20.932413,20.93,1.0778161,1.0266672,5.3551726,5.1800003,2900.0
Trees >15 m,13823,11,10.480682,9.978731,9.660449981689453,10.8934965133667,26.930605,27.31,25.888182,26.18,20.82091,20.95,1.0424243,1.0700003,5.0672727,5.0300007,1100.0
Trees >15 m,13825,22,12.170874,12.20216,11.66190767288208,12.86862325668335,26.395454,26.075,25.618181,25.36,20.43591,20.279999,0.77727294,0.75166667,5.1822724,5.24,2200.0
Trees >15 m,13840,13,12.629828,12.587642,12.514275550842285,12.73353099822998,26.703335,26.443333,26.00923,25.95,20.823845,20.49,0.6941023,0.7199993,5.1853848,5.2299995,1300.0
Trees >15 m,13845,90,8.601695,8.655045,8.343815326690674,8.82394552230835,26.030111,25.701668,25.48911,25.235,20.513224,20.28,0.54100007,0.5300003,4.9758887,4.915,9000.0
Trees >15 m,13846,20,9.853777,9.746536,9.371392965316772,10.17120885848999,25.699833,25.59,24.91,24.74,20.130001,20.130001,0.7898333,0.79666615,4.7799997,4.675,2000.0
Trees >15 m,13847,11,9.156559,9.161243,8.86364221572876,9.43027114868164,25.961515,25.786667,25.260908,25.17,20.38,20.23,0.70060605,0.6933327,4.8809094,4.700001,1100.0
Trees >15 m,13851,23,10.488635,10.414014,10.044462203979492,10.797248840332031,26.534348,26.213333,25.161737,24.87,20.33913,20.11,1.3726085,1.4000009,4.8226085,4.75,2300.0
Trees >15 m,13861,29,13.253573,13.319989,12.898850440979004,13.908308029174805,26.365862,25.936666,25.673447,25.32,20.611723,20.42,0.69241387,0.6999995,5.0617237,4.9699993,2900.0
Trees >15 m,13865,11,15.376641,15.347266,15.070227146148682,15.552372455596924,27.017273,26.993334,26.173637,26.13,20.780909,20.57,0.8436365,0.863334,5.3927274,5.470001,1100.0
Trees >15 m,13877,9,10.167903,9.899943,9.564422607421875,10.741602897644043,25.883333,25.896666,25.16111,25.22,20.676666,20.63,0.7222221,0.7166665,4.4844456,4.5200005,900.0
Trees >15 m,13880,12,11.826419,11.758949,11.693719148635864,12.051756858825684,25.798056,25.735,24.410833,24.365002,19.860834,19.845001,1.3872223,1.3766663,4.5499997,4.5249996,1200.0
Trees >15 m,13882,42,15.157854,15.03219,14.841842651367188,15.457630395889282,25.82262,25.781666,24.707619,24.645,20.042618,19.955,1.115,1.1216662,4.665,4.624999,4200.0
Trees >15 m,13892,37,13.969882,14.107949,13.746006965637207,14.307219505310059,27.14045,27.093334,26.203243,26.04,20.683514,20.57,0.9372071,0.94666547,5.5197296,5.4799995,3700.0
Trees >15 m,13905,12,6.6116047,5.9849806,5.897028088569641,7.4376795291900635,26.600555,26.253334,26.115,25.795,20.833334,20.515,0.48555565,0.5100002,5.2816663,5.2599993,1200.0
Trees >15 m,13912,234,12.889969,12.587013,11.757739305496216,13.356559753417969,25.813318,25.561666,24.835512,24.595001,20.042608,19.884998,0.9778062,0.9866661,4.7929063,4.7199993,23400.0
Trees >15 m,13916,16,20.707312,20.908386,20.511767864227295,21.31983470916748,25.844791,25.63,24.713125,24.47,20.1125,19.94,1.1316667,1.111666,4.600625,4.535,1600.0
Trees >15 m,13934,9,9.413849,9.258694,9.177294731140137,9.599736213684082,26.025927,26.016666,25.49,25.5,20.34,20.37,0.53592616,0.5400009,5.1499996,5.16,900.0
Trees >15 m,13945,51,12.006118,11.967347,11.805559158325195,12.187710762023926,26.203726,25.873333,25.515099,25.29,20.301962,20.18,0.68862736,0.67333287,5.213137,5.129999,5100.0
Trees >15 m,13952,24,14.902131,15.079769,14.698598623275757,15.210513591766357,26.8075,26.781666,25.835833,25.744999,20.540834,20.515,0.9716668,0.9783332,5.295,5.3150005,2400.0
Trees >15 m,13958,225,3.2128024,2.8180437,2.256911516189575,3.9932544231414795,25.150133,24.993334,24.571733,24.41,19.903378,19.76,0.57839996,0.59000015,4.6683555,4.6499996,22500.0
Trees >15 m,13964,36,6.6975813,6.800745,6.334364533424377,6.91914439201355,25.590462,25.431667,24.9775,24.785,20.168055,20.105,0.61296296,0.6366663,4.8094444,4.705,3600.0
Trees >15 m,13973,22,18.359001,18.31306,18.049585342407227,18.670257568359375,25.999395,25.591667,25.061817,24.720001,20.248182,20.1,0.9375759,0.9366665,4.8136363,4.6099997,2200.0
Trees >15 m,13974,11,15.259998,15.179142,15.122651100158691,15.356925010681152,25.997576,25.53,24.82909,24.32,20.173637,19.9,1.1684848,1.1966673,4.6554546,4.5,1100.0
Trees >15 m,13976,14,10.060898,9.449991,8.723477125167847,11.374067783355713,26.788334,26.336666,25.820002,25.405,20.723572,20.439999,0.9683332,0.9933325,5.096429,5.0250006,1400.0
Trees >15 m,13978,13,14.934643,15.354945,14.859869003295898,15.769128799438477,25.75359,25.72,25.041538,25.11,20.193077,20.33,0.71205115,0.62666637,4.8484616,4.7700005,1300.0
Trees >15 m,14001,11,17.536348,17.568394,17.263999938964844,17.63382625579834,27.914848,28.446667,26.864546,27.06,21.25818,21.22,1.050303,0.95333225,5.606364,5.84,1100.0
Trees >15 m,14011,15,1.0771188,1.0636818,0.8501136600971222,1.3229791522026062,26.30089,26.23,25.558666,25.42,20.487333,20.44,0.7422221,0.7633336,5.071333,5.1100006,1500.0
Trees >15 m,14012,13,0.06555589,0.027742708,-0.21703915297985077,0.2314671128988266,26.27795,26.723333,25.64846,26.2,20.565386,20.7,0.62948716,0.58666545,5.083077,5.3200016,1300.0
Trees >15 m,14018,10,12.08781,12.188313,11.701265573501587,12.513509750366211,27.129002,26.988335,26.161,25.985,20.885,20.685001,0.9680001,1.0066662,5.276,5.3150005,1000.0
Trees >15 m,14026,64,7.13008,6.938101,6.644726991653442,7.477832913398743,25.97224,25.61,25.20875,24.869999,20.315468,20.12,0.76348954,0.7816661,4.8932815,4.7699995,6400.0
Trees >15 m,14033,9,19.60031,19.56198,19.305938720703125,19.66526985168457,25.854445,25.336666,25.022223,24.53,20.098888,19.86,0.8322221,0.846667,4.9233336,4.74,900.0
Trees >15 m,14055,56,3.3354802,3.15165,2.8933650851249695,3.6221635937690735,26.303928,25.858334,25.695002,25.355,20.609644,20.43,0.6089286,0.62833273,5.085357,4.83,5600.0
Trees >15 m,14064,13,13.835005,13.787089,13.499153137207031,14.175084114074707,26.606153,26.116667,25.598461,25.48,20.67154,20.33,1.0076926,1.0500005,4.926923,4.949999,1300.0
Trees >15 m,14068,9,20.866154,21.505075,20.157785415649414,21.63637924194336,27.018888,26.24,26.346666,25.68,20.812222,20.27,0.6722222,0.653333,5.5344443,5.41,900.0
Trees >15 m,14075,13,7.958624,7.9649014,7.800792217254639,8.033111572265625,25.885386,25.703333,25.135386,24.87,20.295383,20.06,0.75000006,0.7699992,4.8399997,4.8099995,1300.0
Trees >15 m,14080,11,3.6501403,3.6667857,3.5214641094207764,3.783339023590088,25.158789,24.936666,24.547272,24.33,20.023636,19.99,0.6115152,0.6066672,4.5236363,4.370001,1100.0
Trees >15 m,14085,28,16.322964,16.006369,15.855666399002075,16.37722110748291,25.76762,25.598333,25.085358,24.98,20.121073,19.994999,0.68226194,0.67000073,4.964286,4.9050007,2800.0
Trees >15 m,14086,15,15.905014,15.848209,15.745981693267822,16.07959747314453,26.476665,26.05,25.684,25.31,20.552668,20.42,0.7926667,0.78999966,5.1313334,5.0699997,1500.0
Trees >15 m,14091,15,12.388094,12.354665,12.215693950653076,12.50746488571167,26.401556,25.916666,25.855335,25.48,20.658667,20.37,0.546222,0.53666687,5.196667,5.1800003,1500.0
Trees >15 m,14099,40,8.577529,8.517446,8.088014364242554,8.963569164276123,25.824833,25.560001,25.210001,25.125,20.505001,20.37,0.6148333,0.64333344,4.705,4.6450014,4000.0
Trees >15 m,14108,98,17.232407,17.126923,16.857917308807373,17.846500873565674,25.559593,25.41,24.783571,24.605,19.969082,19.884998,0.7760205,0.765,4.81449,4.785,9800.0
Trees >15 m,14110,10,4.9126105,4.8386965,4.3910534381866455,5.225945472717285,26.631,26.688332,25.645,25.695,20.267,20.255001,0.98600006,1.0300001,5.3779993,5.4349995,1000.0
Trees >15 m,14125,10,9.083073,9.073545,9.043971538543701,9.147125005722046,25.789667,25.566666,24.994,24.810001,20.383999,20.220001,0.7956667,0.81333387,4.61,4.54,1000.0
Trees >15 m,14128,17,6.6416245,6.665099,6.2857346534729,7.125361919403076,26.50549,25.853334,25.79353,25.19,20.972942,20.53,0.7119609,0.70999974,4.820588,4.7299995,1700.0
Trees >15 m,14131,15,12.174375,11.858505,11.339960098266602,12.88098955154419,26.636,26.356667,25.370667,25.16,20.676666,20.37,1.2653333,1.2733332,4.694,4.619999,1500.0
Trees >15 m,14133,25,15.231284,15.3091545,15.045759201049805,15.440919876098633,25.887335,25.626667,24.9332,24.78,20.1408,20.12,0.9541334,0.8699996,4.7924,4.630001,2500.0
Trees >15 m,14144,57,9.740156,9.540771,8.198134422302246,11.151412010192871,26.443216,26.383333,25.334036,25.23,20.127193,20.08,1.1091813,1.1266664,5.2068424,5.1499996,5700.0
Trees >15 m,14145,72,13.8805275,13.736075,13.118016719818115,14.866000652313232,26.888657,26.611668,26.15736,25.855,20.618334,20.395,0.73129636,0.7733332,5.5390277,5.504999,7200.0
Trees >15 m,14148,10,12.330652,12.341294,12.097241163253784,12.613372802734375,27.023,26.925,25.9,25.865002,20.673,20.619999,1.1230004,1.0733335,5.2269998,5.200001,1000.0
Trees >15 m,14150,13,9.279003,9.490691,8.730483055114746,9.706358909606934,27.754103,27.886667,26.863848,27.06,21.183846,21.25,0.8902566,0.8966668,5.68,5.66,1300.0
Trees >15 m,14155,44,6.6122823,6.4340887,6.21603262424469,7.13998281955719,25.947954,25.564999,25.191591,24.89,20.313637,20.125,0.7563635,0.75499916,4.8779545,4.7350006,4400.0
Trees >15 m,14159,21,16.623209,16.266037,15.861194610595703,17.285808563232422,26.534128,26.003334,25.458096,25.05,20.503809,20.23,1.0760317,1.0266666,4.954286,4.8600006,2100.0
Trees >15 m,14166,16,21.57938,21.296495,20.560570240020752,22.55564594268799,26.404167,26.171667,25.72375,25.49,20.495625,20.265,0.68041676,0.6600002,5.228125,5.115,1600.0
Trees >15 m,14200,9,8.330697,8.143678,8.04677677154541,8.427351951599121,25.94111,25.733334,25.343332,25.23,20.334444,20.42,0.597778,0.5733344,5.0088887,4.8199997,900.0
Trees >15 m,14203,40,5.6652713,5.662228,5.157896518707275,6.113891124725342,25.938251,25.911667,25.33625,25.380001,20.27075,20.14,0.60200006,0.556666,5.0655,5.1949997,4000.0
Trees >15 m,14204,16,3.3870757,3.300406,3.1616554856300354,3.543395698070526,25.641043,25.371666,25.068125,24.785,20.25,20.060001,0.57291675,0.556667,4.818125,4.7749996,1600.0
Trees >15 m,14211,29,14.045287,13.236657,11.844036102294922,17.45831871032715,26.278734,25.96,25.475863,25.27,20.411034,20.24,0.80287325,0.79999924,5.064828,5.0300007,2900.0
Trees >15 m,14228,29,8.328184,8.224798,7.893673419952393,8.87445068359375,26.383333,26.013334,25.693447,25.41,20.672758,20.47,0.689885,0.6833331,5.02069,4.9300003,2900.0
Trees >15 m,14229,10,6.9677153,7.1782665,6.431308269500732,7.336633086204529,26.183334,25.928333,25.679998,25.46,20.467999,20.295,0.50333375,0.4500001,5.2119994,5.24,1000.0
Trees >15 m,14232,9,18.148094,18.20325,17.929468154907227,18.378719329833984,26.927778,26.816668,25.804445,25.42,20.574444,20.48,1.1233332,1.1166655,5.2300005,5.26,900.0
Trees >15 m,14240,46,17.480581,17.464663,17.015706062316895,18.027536869049072,26.332972,25.996666,25.477825,25.1,20.375217,20.075,0.8551449,0.8216667,5.1026087,4.9900007,4600.0
Trees >15 m,14242,30,17.973671,17.993732,17.481050491333008,18.439061641693115,26.010555,26.016666,25.341,25.415,20.211334,20.13,0.6695555,0.65333366,5.129667,5.2199993,3000.0
Trees >15 m,14243,11,17.095106,16.967785,16.649319648742676,17.427342414855957,27.04,27.43,26.281818,26.58,21.224546,21.59,0.7581814,0.73333424,5.0572734,4.9000015,1100.0
Trees >15 m,14253,47,8.717863,8.925394,8.28392505645752,9.157222747802734,25.72326,25.526667,25.114468,25.03,20.377447,20.23,0.60879433,0.5833333,4.7370214,4.6399994,4700.0
Trees >15 m,14259,32,16.889736,16.929588,16.290762424468994,17.340986251831055,26.452084,25.835,25.498125,24.974998,20.459063,20.25,0.9539584,0.95166683,5.0390625,4.795,3200.0
Trees >15 m,14262,11,16.884924,16.989473,16.620344161987305,17.12325096130371,27.010908,26.936666,26.027271,25.89,20.521818,20.34,0.98363644,0.92000073,5.5054545,5.539999,1100.0
Trees >15 m,14265,10,9.843393,10.240686,9.44873046875,10.475049257278442,26.992,26.965,25.810999,25.83,20.502,20.44,1.181,1.18,5.3089995,5.365,1000.0
Trees >15 m,14268,9,15.416127,15.357239,15.128408432006836,15.67436695098877,26.039259,26.213333,25.428888,25.54,20.285557,20.34,0.61037016,0.59333295,5.1433334,5.09,900.0
Trees >15 m,14271,77,-2.0239675,-1.9533207,-2.989748239517212,-1.3003805875778198,25.954113,25.783333,25.21143,25.17,20.330519,20.2,0.74268407,0.736667,4.8809094,4.870001,7700.0
Trees >15 m,14272,12,1.8663678,1.792984,1.5747024714946747,2.0022593438625336,26.469444,26.18,25.876665,25.585,20.480001,20.279999,0.5927777,0.58833313,5.396666,5.374999,1200.0
Trees >15 m,14281,16,8.87426,8.846585,8.37361741065979,9.231510400772095,25.941042,25.628334,25.30875,25.14,20.500626,20.445,0.6322916,0.6200005,4.808125,4.6799994,1600.0
Trees >15 m,14285,26,13.010985,12.24086,11.395486116409302,13.708220958709717,26.319614,25.986668,25.051922,24.685001,20.315386,20.095001,1.2676921,1.2416666,4.736539,4.585,2600.0
Trees >15 m,14287,11,16.366215,15.893336,15.782653331756592,16.515155792236328,26.647877,26.066666,25.569092,25.05,20.666365,20.33,1.0787878,1.0466658,4.902727,4.789999,1100.0
Trees >15 m,14291,12,7.439428,6.7625303,6.132909893989563,8.388077974319458,26.947222,26.59,25.949999,25.635,20.635,20.415,0.9972221,0.95000017,5.315,5.29,1200.0
Trees >15 m,14298,240,12.275224,11.48904,9.941892623901367,14.01273512840271,26.539152,26.325,25.954206,25.835,20.576666,20.42,0.5849444,0.5216671,5.3775415,5.385001,24000.0
Trees >15 m,14301,19,12.909996,12.786296,12.576760292053223,13.215047836303711,27.193861,27.023333,26.225264,26.05,20.942633,20.69,0.9685963,0.97999954,5.282632,5.24,1900.0
Trees >15 m,14305,20,9.061169,9.171455,8.852667808532715,9.283630609512329,25.866001,25.805,25.204,25.119999,20.271,20.115,0.6619998,0.6583334,4.933,4.83,2000.0
Trees >15 m,14311,80,7.6155,7.504957,6.752437710762024,8.768049001693726,25.659168,25.381668,24.994625,24.74,20.256626,20.075,0.6645417,0.67499983,4.738,4.6400003,8000.0
Trees >15 m,14312,89,5.3738823,5.4523306,5.193732738494873,5.649453639984131,25.992546,25.656668,25.475393,25.15,20.464495,20.21,0.51715356,0.5033328,5.010899,4.960001,8900.0
Trees >15 m,14321,10,17.105215,15.946274,14.540488481521606,19.45542287826538,26.794666,25.978333,25.947,25.36,20.695,20.51,0.84766686,0.86000025,5.252,4.8849993,1000.0
Trees >15 m,14323,113,18.922829,18.753805,17.980379104614258,19.947330474853516,26.414719,26.33,25.549469,25.46,20.226727,20.14,0.8652507,0.89000005,5.322743,5.289999,11300.0
Trees >15 m,14330,17,11.403469,11.377547,11.190529823303223,11.4316987991333,27.07804,26.85,26.13353,26.0,20.785294,20.69,0.94450974,0.86999893,5.348235,5.3099995,1700.0
Trees >15 m,14331,28,12.050029,12.061024,11.95884108543396,12.164157629013062,27.191786,26.965,26.159286,25.86,20.785357,20.654999,1.0325,1.0216672,5.3739285,5.3149996,2800.0
Trees >15 m,14337,14,4.212436,3.459351,3.2784793376922607,5.736459851264954,26.45619,25.958334,25.832857,25.404999,20.912142,20.54,0.62333345,0.5666672,4.9207144,4.835,1400.0
Trees >15 m,14345,9,16.30345,16.143898,15.95993709564209,16.468517303466797,26.452593,25.956667,25.766666,25.38,20.584446,20.49,0.68592584,0.5766678,5.1822224,5.08,900.0
Trees >15 m,14356,28,4.9078093,4.9347267,4.468813538551331,5.497556805610657,25.633097,25.436666,25.0825,24.84,20.301786,20.26,0.55059516,0.5883328,4.7807145,4.709999,2800.0
Trees >15 m,14362,13,9.181161,9.115262,8.993717193603516,9.501676559448242,26.159742,25.573334,25.407692,24.99,20.640768,20.2,0.75205165,0.76666707,4.766923,4.7199993,1300.0
Trees >15 m,14364,66,9.897594,9.977184,9.522128582000732,10.25228500366211,26.661263,26.465,25.343334,25.105,20.324394,20.16,1.3179294,1.3133333,5.0189395,4.9849997,6600.0
Trees >15 m,14366,10,17.423637,17.576294,16.97999906539917,17.98002290725708,27.032665,26.875,25.786999,25.575,20.586,20.455,1.2456664,1.2066667,5.201,5.1950006,1000.0
Trees >15 m,14369,13,17.141375,16.999907,16.251930236816406,17.53885269165039,26.937437,26.166666,26.099998,25.62,20.826153,20.39,0.8374358,0.81333286,5.2738466,5.1100006,1300.0
Trees >15 m,14386,47,4.531445,4.3826632,4.165661096572876,4.835840940475464,26.555462,26.34,25.9617,25.86,20.722128,20.5,0.59375894,0.596667,5.2395744,5.26,4700.0
Trees >15 m,14388,182,12.265885,11.99967,11.102697134017944,13.249149799346924,25.706026,25.571667,24.81335,24.62,20.016428,19.89,0.89267397,0.89000034,4.796923,4.74,18200.0
Trees >15 m,14392,11,10.274187,10.161676,9.77991533279419,10.711293697357178,26.849394,26.92,25.609093,25.65,20.343636,20.2,1.2403029,1.2199993,5.2654543,5.2700005,1100.0
Trees >15 m,14404,12,7.1523814,7.2258797,6.960532188415527,7.297114253044128,24.917221,24.868332,24.258333,24.2,19.844168,19.77,0.65888864,0.67333376,4.414167,4.42,1200.0
Trees >15 m,14428,14,2.97631,3.2843657,2.2519628405570984,3.660479426383972,26.125,25.855,25.520716,25.3,20.554998,20.34,0.60428566,0.5883328,4.9657145,5.01,1400.0
Trees >15 m,14436,15,7.3832006,7.286735,6.986157655715942,7.837735176086426,26.743555,26.436666,25.995333,25.76,20.644667,20.5,0.7482224,0.7066663,5.3506665,5.3099995,1500.0
Trees >15 m,14442,28,8.523863,8.61664,8.196723937988281,8.924606561660767,25.957975,25.71,25.253927,25.015,20.494287,20.315,0.7040474,0.71833324,4.759643,4.6799994,2800.0
Trees >15 m,14447,9,12.0730715,12.095434,11.098588943481445,12.757847785949707,26.75074,26.51,25.79889,25.58,20.583334,20.5,0.9518517,0.9699993,5.2155557,5.1900005,900.0
Trees >15 m,14456,11,0.7212785,0.79827684,0.06894482672214508,1.1061174869537354,26.259092,26.12,25.628181,25.45,20.558182,20.41,0.630909,0.57333374,5.07,5.0,1100.0
Trees >15 m,14466,15,8.137061,8.153327,7.917556285858154,8.428066730499268,26.444221,26.046667,25.752,25.49,20.711334,20.52,0.69222236,0.65666705,5.0406666,5.0599995,1500.0
Trees >15 m,14482,83,20.598713,20.399055,19.822834968566895,21.518173217773438,27.238194,27.253332,26.20759,26.13,20.473734,20.28,1.0306025,1.0266666,5.7338552,5.76,8300.0
Trees >15 m,14487,9,-1.6259865,-1.647942,-1.884735345840454,-1.535692811012268,26.92037,26.44,26.187778,25.72,20.775555,20.42,0.73259276,0.77999943,5.412222,5.26,900.0
Trees >15 m,14509,23,11.822605,11.900504,11.592498302459717,12.13130235671997,26.940145,26.676666,25.931738,25.64,20.712173,20.58,1.0084058,0.97000057,5.2195654,5.08,2300.0
Trees >15 m,14512,14,6.8376846,6.818324,6.563440680503845,7.145553827285767,26.417858,26.003334,25.727142,25.455,20.594286,20.51,0.69071406,0.7449999,5.1328573,5.005,1400.0
Trees >15 m,14518,12,11.170979,10.822059,10.270015478134155,12.263082265853882,26.381111,25.869999,25.8275,25.485,20.725,20.349998,0.55361134,0.4766671,5.1024995,5.1399994,1200.0
Trees >15 m,14523,47,8.18426,8.108642,7.852245807647705,8.368563175201416,26.66149,26.426666,25.407448,25.1,20.34064,20.21,1.2540424,1.2266661,5.0668087,4.99,4700.0
Trees >15 m,14536,19,11.088034,10.997343,10.86020040512085,11.142848491668701,26.731054,26.71,25.518421,25.44,20.309473,20.33,1.2126315,1.2866663,5.2089477,5.1800003,1900.0
Trees >15 m,14546,21,10.075798,9.996175,9.891443252563477,10.315770149230957,26.035238,25.683334,25.298573,25.04,20.575714,20.38,0.73666656,0.7599996,4.722857,4.67,2100.0
Trees >15 m,14549,19,7.8739786,7.6050706,7.471023082733154,8.31249713897705,25.883158,25.73,25.162104,25.04,20.321053,20.23,0.7210527,0.7833328,4.8410525,4.8099995,1900.0
Trees >15 m,14554,9,21.377434,21.540218,20.676591873168945,22.422134399414062,28.102222,28.28,27.154444,27.42,21.641111,22.01,0.94777787,0.97666615,5.513333,5.629999,900.0
Trees >15 m,14558,39,10.245456,10.6543865,9.129044532775879,11.077161312103271,27.463505,27.62,26.161026,26.18,20.386923,20.33,1.3024786,1.3033339,5.7741027,5.8500004,3900.0
