class,patch_id,n_pixels,connectivity_loss_mean_percent,connectivity_loss_median_percent,connectivity_loss_p25_percent,connectivity_loss_p75_percent,connectivity_loss_p90_percent,heatwave_temp_mean_degC,heatwave_temp_median_degC,p90_baseline_temp_mean_degC,p90_baseline_temp_median_degC,p90_offset_mean_degC,p90_offset_median_degC,p90_offset_p25_degC,p90_offset_p75_degC,area_m2,log10_area_m2,expected_p90_offset_degC,residual_cooling_loss_degC
Trees 2–10 m,17614,9,4.42966,4.9206896,4.187474727630615,5.0780229568481445,5.24325475692749,27.854815,27.45,27.077778,26.86,0.7770368,0.82999927,0.7099990844726562,0.8599987030029297,900.0,2.9542425094393248,0.7336931045020606,0.09630616355290156
Trees 2–10 m,17615,12,4.7122917,4.907486,4.3844112157821655,5.219348073005676,5.557111501693726,27.56611,27.398333,26.913332,26.8,0.65277773,0.6650003,0.5716655999422073,0.7091663479804993,1200.0,3.0791812460476247,0.7342492548855439,-0.06924893540464794
Trees 2–10 m,17626,9,31.003061,30.928234,30.755374908447266,31.3022403717041,31.476460647583007,27.56,27.323334,25.632223,25.36,1.9277776,1.983333,1.7766672372817993,2.1299991607666016,900.0,2.9542425094393248,0.7414361926133358,1.241896798986701
Trees 2–10 m,17692,11,-1.1790563,-0.9226813,-1.7820212841033936,-0.6298495531082153,-0.36073780059814453,26.702728,26.623333,25.34818,24.96,1.3545458,1.443334,1.36666738986969,1.63166743516922,1100.0,3.041392685158225,0.7824116540438575,0.6609223293774682
Trees 2–10 m,17762,15,7.689005,7.7560415,7.028707265853882,8.353844165802002,8.606533622741699,27.248667,27.19,26.186666,26.1,1.062,1.1233343,0.8350003659725189,1.3499990701675415,1500.0,3.1760912590556813,0.744965985007578,0.3783683035895289
Trees 2–10 m,17777,9,-9.5286875,-9.551895,-9.634547233581543,-9.341712951660156,-9.291218757629395,26.559258,26.97,26.037777,26.37,0.5214817,0.59000015,0.4099998474121094,0.6066665649414062,900.0,2.9542425094393248,0.7630353392708517,-0.17303518668296103
Trees 2–10 m,17786,12,10.238465,10.06591,9.63955807685852,10.964668989181519,11.515898132324219,27.46972,27.55,26.894999,27.075,0.5747223,0.50166607,0.4391670301556587,0.6275002211332321,1200.0,3.0791812460476247,0.7249779533143306,-0.22331188428356885
Trees 2–10 m,17787,10,33.343178,33.16483,32.900967597961426,33.71261405944824,34.088396835327146,27.885,27.93,26.019001,26.025,1.8660002,1.8550003,1.6591666638851166,1.980832576751709,1000.0,3.0,0.70339792245439,1.1516023350376754
Trees 2–10 m,17835,10,12.02989,12.033256,10.301120519638062,12.767174482345581,13.579673290252684,26.899334,26.888332,26.460001,26.494999,0.4393336,0.44833344,0.3774997368454933,0.5141662135720253,1000.0,3.0,0.7670745326420603,-0.31874109043090915
Trees 2–10 m,17840,20,27.539114,27.427732,27.0753755569458,27.878718852996826,28.54962215423584,26.585835,26.52,24.8515,24.619999,1.7343334,1.9000002,1.4833338856697083,1.9333325922489166,2000.0,3.3010299956639813,0.7833204380000909,1.1166797765766303
Trees 2–10 m,17845,10,15.3775425,15.360287,15.00107479095459,15.660640001296997,15.932915878295898,27.978,27.843334,26.538998,26.07,1.4390004,1.5883331,1.2358342409133911,1.7791675329208374,1000.0,3.0,0.7086957757535939,0.8796373541292186
Trees 2–10 m,17863,11,12.33043,12.28497,12.276450157165527,12.378012657165527,12.463847160339355,27.697273,27.81,26.676363,26.76,1.0209088,1.0500005,0.9849999845027924,1.0866664052009583,1100.0,3.041392685158225,0.7098713591504613,0.34012918921227064
Trees 2–10 m,17876,15,-7.7864504,-7.745586,-8.325983047485352,-7.365803241729736,-7.211795330047607,26.610445,26.826666,26.086666,26.3,0.5237779,0.5566661,0.4399992674589157,0.578333854675293,1500.0,3.1760912590556813,0.7671764403681118,-0.21051036418479274
Trees 2–10 m,17889,25,28.998388,28.604,28.261383056640625,29.54660415649414,30.600135803222656,27.369333,27.35,25.7176,25.76,1.651733,1.6566671,1.4233328104019165,2.0833332538604736,2500.0,3.3979400086720375,0.7305644829624118,0.9261026303417264
Trees 2–10 m,17895,9,19.581352,19.99522,19.349782943725586,21.104707717895508,21.31304054260254,28.36,28.09,27.053333,26.84,1.306667,1.4099993,0.9333343505859375,1.699999451637268,900.0,2.9542425094393248,0.6945702802706234,0.7154289710950382
Trees 2–10 m,17896,13,14.195257,14.296866,13.682320594787598,14.446761131286621,14.833316612243653,28.149742,28.1,26.836924,26.93,1.3128204,1.3299999,1.0633329153060913,1.6299991607666016,1300.0,3.113943352306837,0.6906326286643083,0.6393672950417464
Trees 2–10 m,17929,35,7.1011734,7.131602,6.7195069789886475,7.564725399017334,7.669439220428467,26.956001,26.99,26.367428,26.39,0.5885713,0.58666676,0.4966665804386139,0.6583337783813477,3500.0,3.5440680443502757,0.7495274893825913,-0.16286072655376438
Trees 2–10 m,17951,35,20.543674,20.733747,20.166489601135254,21.249693870544434,21.59991340637207,27.739809,27.68,26.224,26.2,1.5158095,1.5266666,1.2583341598510742,1.7899999618530273,3500.0,3.5440680443502757,0.7073481216360648,0.8193185195992868
Trees 2–10 m,17975,9,1.2229897,1.385121,1.0769375562667847,1.515448808670044,1.5783796548843385,27.142963,27.246666,25.995554,25.91,1.1474074,1.2366663,1.0200004577636719,1.3133341073989868,900.0,2.9542425094393248,0.746122853804735,0.4905434679497206
Trees 2–10 m,17987,17,-0.46074715,-0.38538948,-0.5538417100906372,-0.2187533974647522,-0.07252688184380525,27.819412,27.936666,27.018824,27.24,0.8005884,0.736667,0.48000016808509827,1.1033344268798828,1700.0,3.230448921378274,0.6981904967708538,0.03847648063469433
Trees 2–10 m,18040,151,7.5966353,7.4336505,6.177120208740234,9.118351459503174,10.042217254638672,27.68512,27.383333,26.786291,26.77,0.89883,0.759999,0.6350002288818359,1.0816662907600403,15100.0,4.17897694729317,0.7122589691716535,0.04774000801264211
Trees 2–10 m,18053,13,20.987825,21.296894,20.928495407104492,21.5250244140625,21.72664031982422,27.109488,27.246666,25.576153,25.48,1.5333334,1.5566673,1.3199996948242188,1.726666808128357,1300.0,3.113943352306837,0.7427965109014376,0.8138708169794218
Trees 2–10 m,18056,35,19.211615,19.346691,18.289155960083008,19.853811264038086,20.80755729675293,27.790287,27.683332,26.175142,26.12,1.615143,1.6866665,1.3149999380111694,1.9283342361450195,3500.0,3.5440680443502757,0.7071444297985344,0.9795220588489265
Trees 2–10 m,18099,9,1.6439601,1.0071348,0.786681592464447,2.751225709915161,2.8996493816375732,27.654444,27.68,26.833334,26.71,0.8211111,0.8066661,0.7200005650520325,0.9366671442985535,900.0,2.9542425094393248,0.7196333541182894,0.08703272206502966
Trees 2–10 m,18101,12,6.390166,6.1593027,5.695363163948059,7.046041131019592,7.957785272598267,26.591667,26.635,25.5025,25.59,1.0891666,1.0799992,0.9724995195865631,1.1933335065841675,1200.0,3.0791812460476247,0.7809113587955125,0.29908784965480484
Trees 2–10 m,18120,12,13.064022,13.215942,12.95599102973938,13.375728845596313,13.571351718902587,26.958055,27.006668,26.510834,26.555,0.44722238,0.42333382,0.3225008547306061,0.5274999737739563,1200.0,3.0791812460476247,0.7581914989483327,-0.334857675267455
Trees 2–10 m,18127,12,23.043602,23.0971,22.7568941116333,23.439754009246826,23.459902191162108,26.332222,26.055,24.6,24.24,1.7322224,1.7933338,1.7041670083999634,1.8433340787887573,1200.0,3.0791812460476247,0.8163664474040555,0.976967321440549
Trees 2–10 m,18174,9,26.788858,26.813208,26.660871505737305,26.949420928955078,26.958604049682616,26.908518,27.383333,25.163334,25.52,1.7451853,1.7466679,1.709999680519104,1.790000319480896,900.0,2.9542425094393248,0.7377684569904418,1.0088994049480347
Trees 2–10 m,18206,15,-0.2900077,-0.4708852,-0.8421165645122528,0.27419839706271887,0.776612901687622,26.186666,26.086666,25.122667,24.98,1.0639998,1.0766672,0.9999999701976776,1.1316667795181274,1500.0,3.1760912590556813,0.8124122350345142,0.2642549545635693
Trees 2–10 m,18208,16,-0.26694515,-0.29315943,-0.3087068051099777,-0.22487521916627884,-0.1718461737036705,26.47875,26.328333,25.381874,25.195,1.096875,1.0716665,1.0125006139278412,1.1925002336502075,1600.0,3.2041199826559246,0.7970554730227049,0.2746110060880129
Trees 2–10 m,18250,12,3.5666287,3.6086383,3.4827001094818115,3.664678692817688,3.8118242502212523,27.487501,27.431667,26.396667,26.32,1.0908334,1.1116663,1.005833625793457,1.218333750963211,1200.0,3.0791812460476247,0.7322115203437465,0.3794548014107091
Trees 2–10 m,18265,185,-0.93770504,-1.2769582,-1.5588881969451904,-0.5255007743835449,0.6595481157302856,27.864595,27.893333,26.98546,26.97,0.8791352,0.9166654,0.78666752576828,1.0033327341079712,18500.0,4.267171728403014,0.6792459522157098,0.2374194230169867
Trees 2–10 m,18266,53,-2.3464985,-2.342095,-3.036654233932495,-1.652150273323059,-1.3820966482162476,27.855848,27.833332,27.03887,26.88,0.81698114,0.8500004,0.6733328700065613,0.996667206287384,5300.0,3.724275869600789,0.6942215580732541,0.15577882339647242
Trees 2–10 m,18276,11,14.912805,14.644162,14.484357833862305,15.231278419494629,16.408588409423828,27.583332,27.696667,27.195454,27.3,0.38787878,0.36333337,0.3266665190458298,0.4733327329158783,1100.0,3.041392685158225,0.716799330125975,-0.3534659558641189
Trees 2–10 m,18301,72,3.3443754,3.0117562,2.214477837085724,3.889915108680725,5.6428935527801505,27.118473,27.053333,25.943474,25.93,1.175,1.1900003,1.0341657102108002,1.3408344984054565,7200.0,3.8573324964312685,0.7391310894256019,0.4508692062134362
Trees 2–10 m,18317,13,7.871505,7.831499,7.574156284332275,8.290468215942383,8.42713623046875,26.514616,26.063334,25.762308,25.48,0.7523078,0.72999954,0.6000010371208191,0.900000274181366,1300.0,3.113943352306837,0.8151329973620902,-0.08513345512576209
Trees 2–10 m,18360,10,11.454314,11.437378,11.379192352294922,11.520039558410645,11.574487209320068,27.350666,27.475,26.383999,26.615,0.9666669,0.9349998,0.831667110323906,1.0683337897062302,1000.0,3.0,0.7312118271680297,0.20378799640222178
Trees 2–10 m,18368,53,19.62166,20.273447,17.195194244384766,22.02781105041504,22.99134178161621,28.887232,28.88,27.414528,27.33,1.4727045,1.4799995,1.3600012063980103,1.6800003051757812,5300.0,3.724275869600789,0.6302393518316814,0.8497601904046467
Trees 2–10 m,18385,35,16.498497,16.68765,15.88841962814331,17.136978149414062,17.423868560791014,28.089619,27.970001,26.868,26.48,1.2216192,1.4200014,0.8916660845279694,1.546667456626892,3500.0,3.5440680443502757,0.6896205190341868,0.7303808685619436
Trees 2–10 m,18430,13,6.740887,6.68186,6.6040802001953125,6.755685329437256,7.016849517822266,26.738462,26.936666,26.07077,26.23,0.6676921,0.6399994,0.5566666722297668,0.7833328247070312,1300.0,3.113943352306837,0.7617466143141383,-0.12174722466570076
Trees 2–10 m,18453,15,27.0948,27.034578,26.71636199951172,27.380244255065918,27.867441177368164,25.823334,25.846666,24.230001,24.18,1.5933334,1.6066666,1.566666603088379,1.6533336639404297,1500.0,3.1760912590556813,0.8270832941213031,0.7795832708201031
Trees 2–10 m,18498,24,26.22084,25.736038,25.316015243530273,27.066097736358643,28.30016918182373,27.220695,26.99,25.52875,25.04,1.6919445,1.8366661,1.5224995613098145,2.0716664791107178,2400.0,3.380211241711606,0.7529403950556459,1.0837257121220885
Trees 2–10 m,18591,34,1.7177973,0.47638452,-0.11943090334534645,3.4805880784988403,5.86521201133728,26.904902,26.931667,25.931175,25.895,0.9737256,0.9533329,0.8783342242240906,1.1066667139530182,3400.0,3.531478917042255,0.753355534522791,0.19997736647818554
