patch_id,corner,bivariate_id,n_pixels,area_m2,canopy_height_max,elevation,slope,tpi_50m,dist_ocean,dist_inland_water,building_50m,impervious_50m
1830,cool-stable,1,116,11600.0,28.9305,11.363501,4.463175,-0.58785987,895.1256,280.44592,0.0031137932,0.060467217
1831,cool-stable,1,72,7200.0,6.197,3.008,1.304522,0.07801996,41.231056,500.0,0.022383334,0.40703875
1832,cool-stable,1,62,6200.0,23.499,10.7465,4.3784266,-0.39679998,179.5815,211.54114,0.00093548384,0.0102170445
1833,cool-stable,1,9,900.0,23.686,5.418,12.434896,0.25400013,22.36068,358.05026,0.0,0.01303155
1834,cool-stable,1,11,1100.0,24.062,17.523,14.039721,-0.6158794,660.37866,183.84778,0.027999999,0.3007295
1835,cool-stable,1,11,1100.0,23.563,20.236,5.771854,-0.018679772,1085.5874,141.42136,0.0,0.11575758
1836,cool-stable,1,38,3800.0,22.001999,3.8825,5.052668,-0.11054008,25.322475,500.0,0.0017052632,0.0
1837,cool-stable,1,9,900.0,18.446,15.798,4.2196665,-0.31903934,126.491104,298.32867,0.0,0.0
1838,cool-stable,1,113,11300.0,21.603,2.736,4.8180037,-0.05220005,30.0,500.0,0.004138053,0.004493609
1839,cool-stable,1,23,2300.0,24.226,1.084,0.43097842,-0.015440054,367.69556,14.142136,0.0,0.18951155
1840,cool-stable,1,11,1100.0,30.379,16.335,1.7938056,-0.2816006,1172.0922,355.10562,0.0,0.0
1841,cool-stable,1,53,5300.0,25.286,21.589,3.633697,-0.7362394,1352.3683,334.2155,0.012181132,0.08073142
1842,cool-stable,1,13,1300.0,18.084,29.065,2.411644,0.104160845,220.22714,441.4748,0.0,0.0
1843,cool-stable,1,58,5800.0,19.926498,25.578499,5.3152556,-0.20556045,303.23123,391.59903,0.004089655,0.017605364
1844,cool-stable,1,14,1400.0,13.6265,8.3665,1.3985863,0.14194003,248.28339,500.0,0.25617144,0.37022045
1845,cool-stable,1,40,4000.0,10.8165,8.481501,3.6486683,0.08940007,195.1315,500.0,0.10469,0.2713179
1846,cool-stable,1,11,1100.0,22.326,9.527,6.415872,-0.3960404,230.21729,70.0,0.06454546,0.09360269
1847,cool-stable,1,12,1200.0,21.6085,2.0149999,0.6714817,0.06748003,79.36253,28.284271,0.0,0.04495885
1848,cool-stable,1,11,1100.0,18.66,27.076,0.7677208,-0.034200136,672.6812,500.0,0.18905453,0.44620654
1849,cool-stable,1,13,1300.0,19.137,22.054,5.8432336,0.35863915,94.33981,500.0,0.0,0.0
1850,cool-stable,1,29,2900.0,22.945,7.777,4.0085926,-0.29163992,254.95099,130.38405,0.0,0.0
1851,cool-stable,1,13,1300.0,28.525,6.532,4.3214016,-0.0675999,505.66788,172.62677,0.011323078,0.18163344
1852,cool-stable,1,12,1200.0,18.5425,15.613,14.095975,2.9784796,565.5032,229.12619,0.0033,0.28097737
1853,cool-stable,1,75,7500.0,19.794,15.113,9.028602,0.1360403,880.0568,133.41664,0.0014133333,0.11164609
1854,cool-stable,1,13,1300.0,25.394,18.748,6.8562336,-0.21040004,813.2035,254.55844,0.08987693,0.1325356
1855,cool-stable,1,9,900.0,21.33,22.434,10.849924,0.42856008,269.25824,142.12671,0.10288889,0.2715638
1856,cool-stable,1,122,12200.0,29.286499,11.6310005,3.9959302,-0.14009994,90.81908,500.0,0.0,0.0
1857,cool-stable,1,10,1000.0,7.6715,7.191,3.5328984,-0.20015985,339.78546,500.0,0.20248,0.43733335
1858,cool-stable,1,20,2000.0,27.562,6.557,0.8950773,-0.121399954,195.05463,500.0,0.0232,0.17764816
1859,cool-stable,1,10,1000.0,25.485,3.21,4.8855534,-0.14744002,166.85892,14.142136,0.03192,0.051407408
1860,cool-stable,1,23,2300.0,15.94,11.65,0.6980642,-0.052320518,540.37024,431.3931,0.14153042,0.5144283
1861,cool-stable,1,26,2600.0,20.1495,16.6115,7.4800262,-0.3176598,995.9082,85.14642,0.0,0.08135803
1862,cool-stable,1,18,1800.0,25.2305,17.4335,7.771283,0.7001004,944.64264,309.35147,0.0,0.012455419
1863,cool-stable,1,20,2000.0,26.632,11.9255,0.85382473,-0.23237991,571.05084,38.643284,0.06384,0.21140122
1864,cool-stable,1,22,2200.0,26.201,12.188999,0.5690966,-0.24522011,532.8694,181.38022,0.06109091,0.2857632
1865,cool-stable,1,10,1000.0,9.9045,3.6225,1.2642502,-0.10829999,91.891266,500.0,0.07688,0.42645678
1866,cool-stable,1,23,2300.0,3.933,3.241,1.8517975,0.2029999,60.0,500.0,0.18659131,0.32606012
1867,cool-stable,1,14,1400.0,18.9735,7.7985,1.2842224,-0.4693002,50.4951,500.0,0.0,0.0
1868,cool-stable,1,9,900.0,20.093,1.919,11.167682,-0.26076013,10.0,500.0,0.0,0.0
1869,cool-stable,1,15,1500.0,23.146,27.907,2.2236023,-0.53540057,333.0165,411.9466,0.07744,0.12539917
1870,cool-stable,1,14,1400.0,23.5785,28.7675,1.0820905,-0.2538398,740.362,402.67828,0.12702857,0.14723985
1871,cool-stable,1,16,1600.0,24.3815,11.9065,1.3642839,-0.29610002,592.1543,65.163795,0.1057,0.24179783
1872,cool-stable,1,9,900.0,11.384,8.562,1.6460071,0.096640185,318.2766,500.0,0.18955557,0.5289712
1873,cool-stable,1,9,900.0,7.983,24.698,1.3173162,-0.10588074,592.0304,420.11902,0.20413333,0.52441704
1874,cool-stable,1,11,1100.0,11.541,4.911,0.8305411,0.050479814,308.707,311.44824,0.16967273,0.35631874
1875,cool-stable,1,45,4500.0,23.459,1.316,1.3553858,-0.30944,296.98483,41.231056,0.0,0.29574212
1876,cool-stable,1,35,3500.0,24.533,22.71,1.5789945,-0.054160845,910.4944,200.24985,0.025325714,0.11330159
1877,cool-stable,1,15,1500.0,24.988,15.753,8.819063,-0.6581191,442.94467,120.0,0.062453333,0.1569712
1878,cool-stable,1,69,6900.0,26.727,2.192,0.8520115,-0.12704003,382.09946,30.0,0.0059884056,0.1650653
1879,cool-stable,1,11,1100.0,16.831,6.802,3.5285954,0.029600086,41.231056,500.0,0.0036727272,0.0
1880,cool-stable,1,16,1600.0,11.422,7.326,7.3246117,-0.6321999,594.3767,395.3812,0.0039749998,0.50177467
1881,cool-stable,1,55,5500.0,11.378,18.701,9.2771225,0.0021603394,440.45428,461.41086,0.03608727,0.3182918
1882,cool-stable,1,12,1200.0,18.237,26.917,15.030202,-0.28365976,1865.0134,417.49243,0.0014666667,0.42058644
1883,cool-stable,1,9,900.0,24.278,20.237,5.752038,-0.114760056,721.2489,237.69728,0.08888889,0.08384088
1884,cool-stable,1,9,900.0,25.351,5.794,11.976342,-1.2565203,398.12057,20.0,0.014,0.09192044
1885,cool-stable,1,21,2100.0,24.811,5.533,3.3800943,0.18548006,280.1785,92.19544,0.0,0.0
1886,cool-stable,1,15,1500.0,26.857,5.264,5.0564384,-0.54308015,526.97253,120.83046,0.00024,0.11932511
1887,cool-stable,1,10,1000.0,31.2855,6.0795,3.783517,-0.15169995,373.82147,263.62607,0.09176,0.17264196
1888,cool-stable,1,597,59700.0,27.056,5.318,3.4706748,-0.2924399,261.72504,120.41595,0.00047437186,0.0052190996
1889,cool-stable,1,61,6100.0,28.226,2.6,6.6589465,-0.51544,226.71568,30.0,0.029416393,0.13405384
1890,cool-stable,1,20,2000.0,27.091,7.7115,4.3730993,0.077920154,295.21033,212.82967,0.0887,0.16808024
1891,cool-stable,1,14,1400.0,26.652,12.5325,0.9139828,-0.13553981,576.4884,92.19544,0.015314286,0.13402116
1892,cool-stable,1,16,1600.0,9.915501,10.5985,1.1883965,-0.046319753,339.41125,431.97122,0.151825,0.49112654
1893,cool-stable,1,53,5300.0,28.291,9.911,7.592614,-0.04935957,67.08204,174.92856,0.0028,0.026522245
1894,cool-stable,1,129,12900.0,28.361,1.893,0.8267209,-0.070079945,362.3534,72.11102,0.0,0.105112456
1895,cool-stable,1,14,1400.0,8.6415,5.41,1.1376734,0.23295987,111.1285,500.0,0.13648571,0.3869753
1896,cool-stable,1,24,2400.0,24.5355,22.128,2.8050685,-0.61042,1131.8789,227.3754,0.0,0.0
1897,cool-stable,1,20,2000.0,23.9795,2.9015,11.4455805,-1.12322,297.70026,41.231056,0.04196,0.18319753
1898,cool-stable,1,11,1100.0,13.138,6.0,1.5383214,-0.1442401,278.56778,500.0,0.10581818,0.51575756
1899,cool-stable,1,9,900.0,15.425,3.667,1.53736,-0.07891995,98.48858,500.0,0.09675556,0.5165158
1900,cool-stable,1,30,3000.0,23.588001,5.7539997,4.232212,0.12027995,390.0641,68.541016,0.0,0.0
1901,cool-stable,1,36,3600.0,20.1025,1.3625,1.0131483,0.17356002,41.231056,111.1285,0.0,0.0
1902,cool-stable,1,9,900.0,20.478,1.516,9.2718315,-0.75951993,50.0,50.990196,0.016666668,0.016145404
1903,cool-stable,1,25,2500.0,23.396,1.08,1.5723095,-0.11572004,22.36068,364.0055,0.042992,0.10035062
1904,cool-stable,1,13,1300.0,16.549,4.786,1.3475198,-0.14079987,162.78821,500.0,0.30904615,0.5140076
1905,cool-stable,1,33,3300.0,26.618,6.099,2.3824763,-0.14692001,240.20825,183.84778,0.075127274,0.112506546
1906,cool-stable,1,23,2300.0,22.455,26.098,3.882279,-0.3636007,296.98483,463.8965,0.0,0.0
1907,cool-stable,1,33,3300.0,11.952,4.85,1.15391,-0.021480007,169.70563,500.0,0.2582909,0.5483352
1908,cool-stable,1,12,1200.0,20.7155,5.4455,11.6956835,0.16360003,22.36068,268.868,0.0,0.0
1909,cool-stable,1,12,1200.0,25.3135,2.7615,0.98631465,-0.041320056,400.93427,140.11838,0.0,0.0065226336
1910,cool-stable,1,81,8100.0,7.887,21.528,10.640705,-0.5481202,420.47592,439.65897,0.00611358,0.3774516
1911,cool-stable,1,11,1100.0,22.939,22.694,2.18384,-0.5868403,1062.3088,178.88544,0.0,0.0
1912,cool-stable,1,30,3000.0,16.9455,23.023499,9.080613,0.17683963,203.83371,490.9175,0.0028933333,0.041329216
1913,cool-stable,1,77,7700.0,28.58,16.723,2.0512295,-0.35008058,1298.6917,302.6549,0.0,0.0027352895
1914,cool-stable,1,20,2000.0,27.7775,14.7175,3.069687,-0.33644018,572.842,129.95387,0.000100000005,0.19495061
1915,cool-stable,1,21,2100.0,9.012,3.857,0.97862184,-0.025120096,70.0,500.0,0.08961905,0.31156966
1916,cool-stable,1,39,3900.0,26.382,12.006,2.3608983,-0.3563603,754.25464,275.8623,0.029446153,0.09349161
1917,cool-stable,1,9,900.0,26.541,15.315,4.8416896,-0.6674405,192.09373,500.0,0.0,0.0
1918,cool-stable,1,22,2200.0,17.9805,22.043,6.0757475,0.0654398,403.11285,377.95197,0.010672727,0.03932099
1919,cool-stable,1,9,900.0,22.401,18.456,4.0199404,-0.07496048,509.3133,111.8034,0.082266666,0.17765433
1920,cool-stable,1,53,5300.0,21.683,4.881,3.1011195,-0.2755202,70.71068,500.0,0.0,0.0005031447
1921,cool-stable,1,53,5300.0,27.381,7.697,5.134114,0.065359935,84.85281,134.16408,0.0010716981,0.05000233
1922,cool-stable,1,21,2100.0,26.309,1.753,1.7803664,-0.21971999,281.60254,36.05551,0.00093333336,0.10122869
1923,cool-stable,1,33,3300.0,9.456,4.385,1.2836981,-0.04484001,199.24858,500.0,0.05620606,0.44107744
1924,cool-stable,1,70,7000.0,7.5435,2.7585,0.8726336,-0.03326002,50.0,500.0,0.052897144,0.30718166
1925,cool-stable,1,28,2800.0,17.409,13.0535,7.714746,-0.14474034,292.9132,425.4963,0.053214286,0.32074517
1926,cool-stable,1,18,1800.0,22.277,22.411499,3.716319,-0.55078,989.26715,101.23957,0.0,0.0
1927,cool-stable,1,20,2000.0,22.0965,23.679,6.113921,0.5402591,119.34229,500.0,0.0,0.0
1928,cool-stable,1,118,11800.0,30.9015,8.9785,3.1464005,-0.07447983,60.82763,500.0,0.0,0.0
1929,cool-stable,1,33,3300.0,26.563,4.542,8.257673,-0.40516004,36.05551,361.24783,0.009769697,0.008402543
1930,cool-stable,1,11,1100.0,13.508,3.828,1.1582978,0.054000024,50.0,500.0,0.18596363,0.6564983
1931,cool-stable,1,20,2000.0,25.271,14.481501,5.837125,0.10386,1864.8994,125.89537,0.0,0.19730863
1932,cool-stable,1,43,4300.0,22.981,14.094,4.9123893,-0.37124044,256.32013,398.24615,0.014539534,0.10240884
1933,cool-stable,1,44,4400.0,9.294991,3.755,0.9624119,0.046419974,95.27693,500.0,0.17273636,0.59501964
1934,cool-stable,1,56,5600.0,23.974499,23.881,4.5152082,-0.12884094,1038.6252,63.245552,0.0057642856,0.017059082
1935,cool-stable,1,308,30800.0,33.057503,16.198502,1.2638843,-0.12049995,1483.8291,164.0122,0.0008922078,0.023059964
1936,cool-stable,1,9,900.0,16.439,22.361,8.564012,-0.69603956,622.0129,353.41193,0.10017778,0.13451304
1937,cool-stable,1,335,33500.0,22.992,17.336,3.4442759,-0.21367988,460.9772,439.31766,0.05337672,0.095023766
1938,cool-stable,1,11,1100.0,22.861,13.749,0.66481185,-0.022799682,667.60767,234.094,0.15389091,0.41215488
1939,cool-stable,1,32,3200.0,25.425,18.4385,2.8789115,-0.5038996,1236.9517,230.10864,0.0,0.0
1940,cool-stable,1,11,1100.0,16.751,15.171,3.861166,-0.10239979,100.0,270.73972,0.0,0.0
1941,cool-stable,1,9,900.0,18.268,22.945,16.385456,-1.1867192,1492.1461,282.3119,0.06795555,0.18853223
1942,cool-stable,1,9,900.0,27.119,17.326,4.7334185,-0.36247957,1838.6135,174.64249,0.06213333,0.27061728
1943,cool-stable,1,12,1200.0,27.989498,9.8255005,2.8898158,-0.113160074,850.7349,190.5075,0.0042666667,0.31441358
1944,cool-stable,1,50,5000.0,24.758,3.31,3.1429262,-0.54258,870.19916,100.249374,0.088856004,0.33863705
1945,cool-stable,1,12,1200.0,25.335,2.3375,3.8924518,-0.34169996,200.12492,55.0,0.08313333,0.09412552
1946,cool-stable,1,12,1200.0,20.425,21.74,11.205051,0.31712025,470.9027,200.62367,0.048233334,0.29630658
1947,cool-stable,1,12,1200.0,13.7505,3.3725,1.3684243,-0.06472002,515.5089,417.49045,0.015233333,0.20301442
1948,cool-stable,1,161,16100.0,25.142,4.54,3.0928528,0.10632003,138.92444,224.72205,0.019629814,0.05899164
1949,cool-stable,1,16,1600.0,23.2875,14.4605,8.497147,0.27175987,287.48755,290.34442,0.093975,0.26503858
1950,cool-stable,1,47,4700.0,26.285,6.196,3.9913325,-0.08764004,174.64249,130.0,0.01826383,0.06387707
1951,cool-stable,1,64,6400.0,26.5595,3.021,3.3115067,-0.11620006,414.96875,36.05551,0.0,0.0042554014
1952,cool-stable,1,143,14300.0,20.259,5.395,6.949331,-0.17452008,84.85281,407.92157,0.07275804,0.19467841
1953,cool-stable,1,11,1100.0,26.685,20.858,4.6304417,-0.316241,933.9165,20.0,0.0059272726,0.08122335
1954,cool-stable,1,15,1500.0,23.015,23.657,4.3656716,0.14600052,167.63054,500.0,0.0,0.0
1955,cool-stable,1,62,6200.0,26.52,11.5485,6.992902,-0.3493203,773.66,99.497475,0.0,0.15615891
1956,cool-stable,1,30,3000.0,16.68,22.119,7.4466257,-0.36580038,404.77744,389.22897,0.10846666,0.37983128
1957,cool-stable,1,72,7200.0,23.6255,9.3495,5.256713,-0.09216,90.553856,412.06787,0.0,0.0005949931
1958,cool-stable,1,125,12500.0,23.567,8.449,4.006322,-0.33424008,117.047,379.4733,0.0085792,0.003028148
1959,cool-stable,1,11,1100.0,17.981,1.89,3.1814487,0.40291995,20.0,117.047,0.0,0.0
1960,cool-stable,1,37,3700.0,24.705,2.405,4.700013,-0.20456024,28.284271,238.53722,0.0002918919,0.15196195
1961,cool-stable,1,104,10400.0,9.525,2.543,1.097856,0.08620009,22.36068,500.0,0.041084614,0.42036918
1962,cool-stable,1,12,1200.0,23.952,4.591,2.2163584,0.09381989,320.07812,104.10102,0.0032666668,0.0
1963,cool-stable,1,10,1000.0,29.382,2.4520001,4.338884,-0.18893999,208.19662,12.071068,0.0528,0.19190124
1964,cool-stable,1,10,1000.0,23.3865,10.442,5.299782,0.3971398,575.58624,187.74753,0.09564,0.27304938
1965,cool-stable,1,33,3300.0,23.626,21.093,5.777946,0.021759644,1176.3077,161.24515,0.0,0.04432847
1966,cool-stable,1,29,2900.0,26.195,2.751,2.571373,-0.1774401,297.32138,70.0,0.027213793,0.16989358
1967,cool-stable,1,39,3900.0,23.392,23.985,2.5651805,0.047479935,221.35944,442.94467,0.0,0.0
1968,cool-stable,1,9,900.0,21.922,1.52,3.4200134,0.26512,44.72136,241.86774,0.0,0.0023319616
1969,cool-stable,1,38,3800.0,24.8385,17.228,2.7092223,-0.14858004,904.62695,20.0,0.012778947,0.077053286
1970,cool-stable,1,17,1700.0,24.352,18.019,4.2419915,-0.5943608,990.404,40.0,0.0036,0.035018157
1971,cool-stable,1,11,1100.0,18.072,16.234,8.451186,0.5273199,140.35669,392.0459,0.095527284,0.19317621
1972,cool-stable,1,58,5800.0,23.9015,1.441,4.0483036,-0.1464,44.72136,50.0,0.0,0.026481481
1973,cool-stable,1,10,1000.0,4.2005,13.648001,5.1378922,0.14896004,239.36316,389.99963,0.06228,0.22209875
1974,cool-stable,1,20,2000.0,25.467,13.247,1.2065413,-0.0007603648,628.84766,280.08923,0.06164,0.28376544
1975,cool-stable,1,13,1300.0,27.503,14.822,4.4235864,-0.8399203,740.0676,20.0,0.0,0.07900285
1976,cool-stable,1,81,8100.0,24.622,1.553,2.1315827,-0.10976005,67.08204,50.990196,0.006079012,0.0401829
1977,cool-stable,1,15,1500.0,26.18,6.638,4.80624,0.02707983,240.20825,183.84778,0.0,0.0
1978,cool-stable,1,25,2500.0,27.546,16.038,1.2808554,-0.14708047,1336.4504,310.4835,0.0,0.0
1979,cool-stable,1,18,1800.0,19.196499,21.918,5.0780897,-0.41474006,364.27502,370.06757,0.0,0.0
1980,cool-stable,1,26,2600.0,16.8225,18.928,4.8810444,-0.04971937,450.2177,390.57608,0.14633846,0.34300095
1981,cool-stable,1,206,20600.0,17.704498,17.5355,1.6456785,-0.098959774,319.21765,430.29056,0.12114563,0.2648166
1982,cool-stable,1,21,2100.0,26.653,3.711,7.41032,-0.51535994,296.98483,28.284271,0.052285716,0.12934157
1983,cool-stable,1,351,35100.0,26.863,11.585,3.5773897,-0.21792035,127.27922,344.09302,0.0,6.6828466e-06
1984,cool-stable,1,55,5500.0,28.098,1.711,1.3860865,-0.52872,101.98039,381.83765,0.0,0.0
1985,cool-stable,1,112,11200.0,25.310001,2.1894999,3.1508389,-0.08403994,50.0,193.25937,0.009028571,0.094936065
1986,cool-stable,1,220,22000.0,28.3365,3.0425,3.5051346,-0.045780078,44.72136,500.0,0.0094072735,0.0022227834
1987,cool-stable,1,11,1100.0,19.512,17.467,4.048423,-0.13891914,264.00757,183.84778,0.0,0.0
1988,cool-stable,1,26,2600.0,22.297,12.2145,5.1308956,0.026300259,171.02625,128.24554,0.0,0.0
1989,cool-stable,1,86,8600.0,25.987999,16.487,1.9329808,-0.1645597,1250.1001,231.40808,0.0,0.002991674
1990,cool-stable,1,13,1300.0,19.836,19.465,9.512203,0.28232014,660.303,50.0,0.0,0.097720794
1991,cool-stable,1,21,2100.0,21.788,24.846,8.370766,-0.16279945,572.7129,178.88544,0.014038096,0.20001176
1992,cool-stable,1,10,1000.0,24.280998,20.916,7.2463827,-0.43253994,484.6609,267.7519,0.026520003,0.26485187
1993,cool-stable,1,11,1100.0,29.295,10.607,0.9982425,-0.17260028,178.04492,468.72165,0.0,0.11843996
1994,cool-stable,1,10,1000.0,22.05,9.339001,6.7972736,0.32548016,94.33981,151.15773,0.15776,0.27953085
1995,cool-stable,1,131,13100.0,27.735,5.907,3.618996,-0.21744002,78.1025,500.0,0.012772519,0.0
1996,cool-stable,1,27,2700.0,25.919,4.187,1.8870426,-0.36948,837.37683,41.231056,0.025051853,0.3462094
1997,cool-stable,1,10,1000.0,24.1365,1.137,2.0296476,-0.21234003,20.0,168.21658,0.0,0.0
1998,cool-stable,1,23,2300.0,23.68,4.413,9.341788,0.2824398,31.622776,259.42242,0.010104348,0.03385937
1999,cool-stable,1,11,1100.0,20.123,19.119,6.0882115,-0.55252004,276.58633,411.09607,0.085745454,0.15447812
2000,cool-stable,1,12,1200.0,21.0225,10.811001,17.182726,-0.15647978,1215.906,150.0,0.0505,0.23441358
2001,cool-stable,1,19,1900.0,22.653,8.964,16.960747,0.048200108,192.09373,50.0,0.0,0.0029954517
2002,cool-stable,1,12,1200.0,25.453999,1.4345,2.978464,0.012200022,14.142136,500.0,0.015000001,0.011738683
2003,cool-stable,1,206,20600.0,25.620998,4.355,6.0859375,-0.19449992,50.0,165.22684,0.0026427184,0.0032973753
2004,cool-stable,1,27,2700.0,26.096,12.997,4.1229844,-1.0000397,200.0,231.94826,0.003837037,0.07109739
2005,cool-stable,1,9,900.0,24.881,18.355,7.4787145,0.26204064,521.5362,237.69728,0.14382222,0.32539093
2006,cool-stable,1,52,5200.0,26.8025,3.25,6.0388327,-0.28258,60.0,500.0,0.029107692,0.0005508072
2007,cool-stable,1,70,7000.0,26.724499,1.4100001,2.246966,0.12352003,20.0,426.32056,0.030137144,0.0
2008,cool-stable,1,38,3800.0,23.994,16.15,4.8908467,0.09208006,930.0,90.553856,0.03917895,0.16675113
2009,cool-stable,1,9,900.0,21.078,4.792,8.371502,-0.67616016,852.115,180.0,0.012888889,0.31556928
2010,cool-stable,1,382,38200.0,28.521,7.829,3.6599417,-0.18172005,104.40307,493.0507,0.0018282724,0.0
2011,cool-stable,1,9,900.0,27.189,1.568,5.073127,-0.23408005,20.0,500.0,0.015733333,0.0010973937
2012,cool-stable,1,14,1400.0,22.545,14.83,2.5356288,-0.12350003,428.06024,273.38574,0.15057144,0.37248677
2013,cool-stable,1,121,12100.0,23.582,14.124,8.949095,-0.78659964,85.44003,324.49963,0.012347108,0.034671973
2014,cool-stable,1,11,1100.0,8.389,18.092,9.282236,-0.19028091,166.43317,500.0,0.26076365,0.5082379
2015,cool-stable,1,70,7000.0,25.4105,13.8265,4.9309545,-0.47413978,422.4331,57.43903,0.045485716,0.26848146
2016,cool-stable,1,10,1000.0,26.972,12.675,1.9820722,-0.36419988,385.0658,380.13098,0.01836,0.24493828
2017,cool-stable,1,11,1100.0,20.951,20.488,6.0037766,-0.44423926,326.49655,233.23807,0.0,7.856341e-05
2018,cool-stable,1,20,2000.0,22.0865,14.711,1.178442,0.025320016,430.11627,338.67126,0.15764001,0.22801235
2019,cool-stable,1,102,10200.0,25.6235,1.6424999,2.1864054,-0.09252001,65.55664,31.622776,0.026086275,0.14965868
2020,cool-stable,1,9,900.0,18.978,3.925,0.41334352,0.040359963,492.4429,234.094,0.09075555,0.48614538
2021,cool-stable,1,9,900.0,27.659,13.998,1.4657763,0.037560157,1020.04895,22.36068,0.0150666665,0.18463649
2022,cool-stable,1,9,900.0,20.57,11.678,6.6754217,0.51476043,36.05551,413.40054,0.0,0.0
2023,cool-stable,1,11,1100.0,9.407,21.068,1.7484386,0.5165204,156.52477,500.0,0.16523637,0.56422
2024,cool-stable,1,30,3000.0,9.4635,18.768002,8.64934,-0.39198023,128.24554,500.0,0.22006665,0.49579012
2025,cool-stable,1,11,1100.0,25.983,12.067,1.2508558,-0.0021203994,730.61615,117.047,0.0,0.19657688
2026,cool-stable,1,15,1500.0,23.647,7.433,9.046414,-0.46191996,64.03124,500.0,0.053893335,0.14226338
2027,cool-stable,1,15,1500.0,20.984,13.03,8.798404,0.41272038,58.309517,500.0,0.00045333334,0.0004855967
2028,cool-stable,1,73,7300.0,27.371,13.656,1.7189333,-0.22796024,1063.0146,44.72136,0.00026849317,0.0026974464
2029,cool-stable,1,9,900.0,24.368,13.228,1.6692256,0.27775955,919.837,131.52946,0.09253333,0.33565158
2030,cool-stable,1,23,2300.0,25.602,7.329,4.7263484,0.016159764,42.426407,500.0,0.046608698,0.0
2031,cool-stable,1,533,53300.0,26.08,6.495,3.162151,-0.11812012,110.453606,85.44003,0.0058844276,0.043998796
2032,cool-stable,1,94,9400.0,24.669,14.2535,2.0962806,-0.19182009,308.05844,270.64383,0.0135234045,0.18911873
2033,cool-stable,1,9,900.0,23.77,1.191,4.228692,-0.40912,14.142136,500.0,0.0608,0.08611797
2034,cool-stable,1,18,1800.0,24.6805,6.2615,7.554221,-0.5018598,30.0,500.0,0.02137778,0.0
2035,cool-stable,1,25,2500.0,22.376,1.305,2.5631478,0.038079992,20.0,490.408,0.0312,0.0
2036,cool-stable,1,22,2200.0,14.7985,20.1215,6.978346,-0.0372406,240.41629,398.30887,0.0,0.13346802
2037,cool-stable,1,52,5200.0,27.765999,8.312,3.5293841,-0.41028,94.33981,500.0,0.033238463,0.0
2038,cool-stable,1,11,1100.0,24.175,3.306,1.3251157,-0.32384005,295.29645,110.0,0.0856,0.35607183
2039,cool-stable,1,15,1500.0,27.262,14.936,6.067821,-0.17308025,736.8175,114.01755,0.027493333,0.16166255
2040,cool-stable,1,12,1200.0,25.1565,12.827,4.6643357,-0.8115197,805.10785,50.4951,0.008666667,0.22026749
2041,cool-stable,1,21,2100.0,27.757,13.857,2.3308494,-0.14407967,934.3447,20.0,0.0,0.063286304
2042,cool-stable,1,36,3600.0,7.9635,11.9565,10.2185755,0.09843983,68.89636,500.0,0.13881111,0.30526063
2043,cool-stable,1,14,1400.0,6.905375,11.264,14.111996,-0.25387987,71.75589,500.0,0.09405714,0.27390653
2044,cool-stable,1,40,4000.0,25.774,14.393499,3.8770478,-0.031060256,628.92725,226.8227,1e-05,0.1435926
2045,cool-stable,1,170,17000.0,26.6335,4.384,4.2818556,-0.13870005,107.70329,500.0,0.02760706,0.000788671
2046,cool-stable,1,12,1200.0,26.018501,3.1634998,4.2891455,-0.46102005,757.9241,317.01636,0.047133338,0.26761317
2047,cool-stable,1,78,7800.0,25.508,1.8215001,1.8255937,-0.16528001,80.622574,63.245552,0.0020307691,0.12230452
2048,cool-stable,1,18,1800.0,24.47,11.935499,2.8479576,0.15937984,310.95923,265.2337,0.12935556,0.3375377
2049,cool-stable,1,9,900.0,29.15,9.005,7.72954,0.08712008,373.36307,250.0,0.11964444,0.35005486
2050,cool-stable,1,22,2200.0,22.587502,1.7865,6.354386,-0.23511991,20.0,500.0,0.020654546,0.044427607
2051,cool-stable,1,45,4500.0,24.976,1.668,3.7247171,-0.52152,36.05551,297.32138,0.0,0.0
2052,cool-stable,1,24,2400.0,27.686,10.0765,4.039612,-0.038600147,327.78918,221.13333,0.024633333,0.17958333
2053,cool-stable,1,17,1700.0,11.914,15.836,8.446535,-0.60831934,145.6022,430.0,0.049882352,0.43995643
2054,cool-stable,1,21,2100.0,10.284,5.273,9.098042,-0.24599992,581.8075,374.43292,0.07474285,0.3216461
2055,cool-stable,1,16,1600.0,22.643002,15.599501,3.2224574,0.33577985,231.40808,500.0,0.00015,0.0
2056,cool-stable,1,19,1900.0,23.227,13.203,7.8847747,-0.3341203,336.15472,212.60292,0.023452632,0.15498376
2057,cool-stable,1,153,15300.0,25.598,3.233,3.5776396,-0.26643994,64.03124,254.95099,0.00065098034,0.0008908254
2058,cool-stable,1,17,1700.0,24.578,2.479,6.794072,-0.36424002,20.0,269.25824,0.0,0.0
2059,cool-stable,1,13,1300.0,30.869957,17.305,1.5562301,-0.44164094,1466.9696,190.0,0.019723078,0.10917379
2060,cool-stable,1,211,21100.0,25.619,9.786,4.5928373,-0.25560033,102.95631,261.72504,0.003264455,0.0003574981
2061,cool-stable,1,17,1700.0,23.65,9.225,3.0460327,-0.10003956,370.0,220.0,0.0252,0.23851125
2062,cool-stable,1,13,1300.0,7.96,11.201,5.0352116,-0.048160248,111.8034,500.0,0.21800001,0.5416619
